"County","Facility Name","Grouping","Entry","Value"
"Pasco","Forest Lakes Estates","2020 Totals","Total Reuse (MGD)",NA
"Pasco","Forest Lakes Estates","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Forest Lakes Estates","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Forest Lakes Estates","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pasco","Forest Lakes Estates","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Forest Lakes Estates","2045 Projected Totals","Total WW Flows (MGD)",0.06
"Pasco","Forest Lakes Estates","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Forest Lakes Estates","2045 Projected Totals","Total Reuse (MGD)",NA
"Pasco","Forest Lakes Estates","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pasco","New Port Richey","Total Service Area Population","2020",27771
"Pasco","New Port Richey","Total Service Area Population","2045",30073
"Pasco","New Port Richey","Septic Population","2020",1324
"Pasco","New Port Richey","Septic Population","2045",1345
"Pasco","New Port Richey","Adjusted Service Area Population","2020",26447
"Pasco","New Port Richey","Adjusted Service Area Population","2045",28727
"Pasco","New Port Richey","Adjusted Service Area Population","2020-2045 Population Increase",2281
"Pasco","New Port Richey","2020 Totals","Total WW Flows (MGD)",5.28
"Pasco","New Port Richey","2020 Totals","Total Reuse (MGD)",0.58
"Pasco","New Port Richey","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","New Port Richey","2020 Totals","WW Disposal (MGD)",NA
"Pasco","New Port Richey","2045 Projected Additional","WW Flow Projection (MGD)",0.16
"Pasco","New Port Richey","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","New Port Richey","2045 Projected Totals","Total WW Flows (MGD)",5.44
"Pasco","New Port Richey","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","New Port Richey","2045 Projected Totals","Total Reuse (MGD)",0.74
"Pasco","New Port Richey","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.56
"Pasco","Pasco Shady Hills","Total Service Area Population","2020",314589
"Pasco","Pasco Shady Hills","Total Service Area Population","2045",360986
"Pasco","Pasco Shady Hills","Septic Population","2020",13191
"Pasco","Pasco Shady Hills","Septic Population","2045",14441
"Pasco","Pasco Shady Hills","Adjusted Service Area Population","2020",301398
"Pasco","Pasco Shady Hills","Adjusted Service Area Population","2045",346546
"Pasco","Pasco Shady Hills","Adjusted Service Area Population","2020-2045 Population Increase",45148
"Pasco","Pasco Shady Hills","2020 Totals","Total WW Flows (MGD)",20.48
"Pasco","Pasco Shady Hills","2020 Totals","Total Reuse (MGD)",21.03
"Pasco","Pasco Shady Hills","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Shady Hills","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Pasco Shady Hills","2045 Projected Additional","WW Flow Projection (MGD)",3.13
"Pasco","Pasco Shady Hills","2045 Projected Additional","Supplemental Flows (MGD)",3.97
"Pasco","Pasco Shady Hills","2045 Projected Totals","Total WW Flows (MGD)",23.61
"Pasco","Pasco Shady Hills","2045 Projected Totals","Supplemental Flows (MGD)",3.97
"Pasco","Pasco Shady Hills","2045 Projected Totals","Total Reuse (MGD)",28.13
"Pasco","Pasco Shady Hills","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",21.1
"Pasco","Pasco Wesley Center","Total Service Area Population","2020",NA
"Pasco","Pasco Wesley Center","Total Service Area Population","2045",NA
"Pasco","Pasco Wesley Center","Septic Population","2020",NA
"Pasco","Pasco Wesley Center","Septic Population","2045",NA
"Pasco","Pasco Wesley Center","Adjusted Service Area Population","2020",NA
"Pasco","Pasco Wesley Center","Adjusted Service Area Population","2045",NA
"Pasco","Pasco Wesley Center","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pasco","Pasco Wesley Center","2020 Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Wesley Center","2020 Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Wesley Center","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Wesley Center","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Pasco Wesley Center","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pasco","Pasco Wesley Center","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Pasco Wesley Center","2045 Projected Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Wesley Center","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Wesley Center","2045 Projected Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Wesley Center","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pasco","Pasco Embassy Hills","Total Service Area Population","2020",NA
"Pasco","Pasco Embassy Hills","Total Service Area Population","2045",NA
"Pasco","Pasco Embassy Hills","Septic Population","2020",NA
"Pasco","Pasco Embassy Hills","Septic Population","2045",NA
"Pasco","Pasco Embassy Hills","Adjusted Service Area Population","2020",NA
"Pasco","Pasco Embassy Hills","Adjusted Service Area Population","2045",NA
"Pasco","Pasco Embassy Hills","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pasco","Pasco Embassy Hills","2020 Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Embassy Hills","2020 Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Embassy Hills","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Embassy Hills","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Pasco Embassy Hills","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pasco","Pasco Embassy Hills","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Pasco Embassy Hills","2045 Projected Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Embassy Hills","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Embassy Hills","2045 Projected Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Embassy Hills","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pasco","Pasco Land O Lakes","Total Service Area Population","2020",NA
"Pasco","Pasco Land O Lakes","Total Service Area Population","2045",NA
"Pasco","Pasco Land O Lakes","Septic Population","2020",NA
"Pasco","Pasco Land O Lakes","Septic Population","2045",NA
"Pasco","Pasco Land O Lakes","Adjusted Service Area Population","2020",NA
"Pasco","Pasco Land O Lakes","Adjusted Service Area Population","2045",NA
"Pasco","Pasco Land O Lakes","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pasco","Pasco Land O Lakes","2020 Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Land O Lakes","2020 Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Land O Lakes","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Land O Lakes","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Pasco Land O Lakes","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pasco","Pasco Land O Lakes","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Pasco Land O Lakes","2045 Projected Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Land O Lakes","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Land O Lakes","2045 Projected Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Land O Lakes","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pasco","Pasco Southeast","Total Service Area Population","2020",NA
"Pasco","Pasco Southeast","Total Service Area Population","2045",NA
"Pasco","Pasco Southeast","Septic Population","2020",NA
"Pasco","Pasco Southeast","Septic Population","2045",NA
"Pasco","Pasco Southeast","Adjusted Service Area Population","2020",NA
"Pasco","Pasco Southeast","Adjusted Service Area Population","2045",NA
"Pasco","Pasco Southeast","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pasco","Pasco Southeast","2020 Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Southeast","2020 Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Southeast","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Southeast","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Pasco Southeast","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pasco","Pasco Southeast","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Pasco Southeast","2045 Projected Totals","Total WW Flows (MGD)",NA
"Pasco","Pasco Southeast","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Pasco Southeast","2045 Projected Totals","Total Reuse (MGD)",NA
"Pasco","Pasco Southeast","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pasco","Travelers Rest","Total Service Area Population","2020",NA
"Pasco","Travelers Rest","Total Service Area Population","2045",NA
"Pasco","Travelers Rest","Septic Population","2020",NA
"Pasco","Travelers Rest","Septic Population","2045",NA
"Pasco","Travelers Rest","Adjusted Service Area Population","2020",NA
"Pasco","Travelers Rest","Adjusted Service Area Population","2045",NA
"Pasco","Travelers Rest","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pasco","Travelers Rest","2020 Totals","Total WW Flows (MGD)",0.04
"Pasco","Travelers Rest","2020 Totals","Total Reuse (MGD)",NA
"Pasco","Travelers Rest","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Travelers Rest","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Travelers Rest","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pasco","Travelers Rest","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Travelers Rest","2045 Projected Totals","Total WW Flows (MGD)",0.04
"Pasco","Travelers Rest","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Travelers Rest","2045 Projected Totals","Total Reuse (MGD)",NA
"Pasco","Travelers Rest","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pasco","Zephyrhills","Total Service Area Population","2020",28149
"Pasco","Zephyrhills","Total Service Area Population","2045",30947
"Pasco","Zephyrhills","Septic Population","2020",3020
"Pasco","Zephyrhills","Septic Population","2045",3046
"Pasco","Zephyrhills","Adjusted Service Area Population","2020",25129
"Pasco","Zephyrhills","Adjusted Service Area Population","2045",27901
"Pasco","Zephyrhills","Adjusted Service Area Population","2020-2045 Population Increase",2772
"Pasco","Zephyrhills","2020 Totals","Total WW Flows (MGD)",1.71
"Pasco","Zephyrhills","2020 Totals","Total Reuse (MGD)",0.31
"Pasco","Zephyrhills","2020 Totals","Supplemental Flows (MGD)",NA
"Pasco","Zephyrhills","2020 Totals","WW Disposal (MGD)",NA
"Pasco","Zephyrhills","2045 Projected Additional","WW Flow Projection (MGD)",0.19
"Pasco","Zephyrhills","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pasco","Zephyrhills","2045 Projected Totals","Total WW Flows (MGD)",1.9
"Pasco","Zephyrhills","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pasco","Zephyrhills","2045 Projected Totals","Total Reuse (MGD)",0.51
"Pasco","Zephyrhills","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.38
"Pinellas","Clearwater Northeast","Total Service Area Population","2020",134156
"Pinellas","Clearwater Northeast","Total Service Area Population","2045",137440
"Pinellas","Clearwater Northeast","Septic Population","2020",4561
"Pinellas","Clearwater Northeast","Septic Population","2045",4570
"Pinellas","Clearwater Northeast","Adjusted Service Area Population","2020",129595
"Pinellas","Clearwater Northeast","Adjusted Service Area Population","2045",132870
"Pinellas","Clearwater Northeast","Adjusted Service Area Population","2020-2045 Population Increase",3275
"Pinellas","Clearwater Northeast","2020 Totals","Total WW Flows (MGD)",5.66
"Pinellas","Clearwater Northeast","2020 Totals","Total Reuse (MGD)",4.75
"Pinellas","Clearwater Northeast","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater Northeast","2020 Totals","WW Disposal (MGD)",8.39
"Pinellas","Clearwater Northeast","2045 Projected Additional","WW Flow Projection (MGD)",0.23
"Pinellas","Clearwater Northeast","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater Northeast","2045 Projected Totals","Total WW Flows (MGD)",5.89
"Pinellas","Clearwater Northeast","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater Northeast","2045 Projected Totals","Total Reuse (MGD)",4.98
"Pinellas","Clearwater Northeast","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",3.74
"Pinellas","Clearwater East","Total Service Area Population","2020",NA
"Pinellas","Clearwater East","Total Service Area Population","2045",NA
"Pinellas","Clearwater East","Septic Population","2020",NA
"Pinellas","Clearwater East","Septic Population","2045",NA
"Pinellas","Clearwater East","Adjusted Service Area Population","2020",NA
"Pinellas","Clearwater East","Adjusted Service Area Population","2045",NA
"Pinellas","Clearwater East","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pinellas","Clearwater East","2020 Totals","Total WW Flows (MGD)",3.21
"Pinellas","Clearwater East","2020 Totals","Total Reuse (MGD)",NA
"Pinellas","Clearwater East","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater East","2020 Totals","WW Disposal (MGD)",NA
"Pinellas","Clearwater East","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pinellas","Clearwater East","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater East","2045 Projected Totals","Total WW Flows (MGD)",3.21
"Pinellas","Clearwater East","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater East","2045 Projected Totals","Total Reuse (MGD)",NA
"Pinellas","Clearwater East","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pinellas","Clearwater Marshall","Total Service Area Population","2020",NA
"Pinellas","Clearwater Marshall","Total Service Area Population","2045",NA
"Pinellas","Clearwater Marshall","Septic Population","2020",NA
"Pinellas","Clearwater Marshall","Septic Population","2045",NA
"Pinellas","Clearwater Marshall","Adjusted Service Area Population","2020",NA
"Pinellas","Clearwater Marshall","Adjusted Service Area Population","2045",NA
"Pinellas","Clearwater Marshall","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pinellas","Clearwater Marshall","2020 Totals","Total WW Flows (MGD)",5.56
"Pinellas","Clearwater Marshall","2020 Totals","Total Reuse (MGD)",NA
"Pinellas","Clearwater Marshall","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater Marshall","2020 Totals","WW Disposal (MGD)",NA
"Pinellas","Clearwater Marshall","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pinellas","Clearwater Marshall","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater Marshall","2045 Projected Totals","Total WW Flows (MGD)",5.56
"Pinellas","Clearwater Marshall","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Clearwater Marshall","2045 Projected Totals","Total Reuse (MGD)",NA
"Pinellas","Clearwater Marshall","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pinellas","Dundedin","Total Service Area Population","2020",35283
"Pinellas","Dundedin","Total Service Area Population","2045",36016
"Pinellas","Dundedin","Septic Population","2020",134
"Pinellas","Dundedin","Septic Population","2045",134
"Pinellas","Dundedin","Adjusted Service Area Population","2020",35149
"Pinellas","Dundedin","Adjusted Service Area Population","2045",35882
"Pinellas","Dundedin","Adjusted Service Area Population","2020-2045 Population Increase",734
"Pinellas","Dundedin","2020 Totals","Total WW Flows (MGD)",4.4
"Pinellas","Dundedin","2020 Totals","Total Reuse (MGD)",3
"Pinellas","Dundedin","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Dundedin","2020 Totals","WW Disposal (MGD)",1
"Pinellas","Dundedin","2045 Projected Additional","WW Flow Projection (MGD)",0.05
"Pinellas","Dundedin","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Dundedin","2045 Projected Totals","Total WW Flows (MGD)",4.45
"Pinellas","Dundedin","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Dundedin","2045 Projected Totals","Total Reuse (MGD)",3.05
"Pinellas","Dundedin","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.29
"Pinellas","Largo","Total Service Area Population","2020",85854
"Pinellas","Largo","Total Service Area Population","2045",86750
"Pinellas","Largo","Septic Population","2020",NA
"Pinellas","Largo","Septic Population","2045",NA
"Pinellas","Largo","Adjusted Service Area Population","2020",85854
"Pinellas","Largo","Adjusted Service Area Population","2045",86750
"Pinellas","Largo","Adjusted Service Area Population","2020-2045 Population Increase",896
"Pinellas","Largo","2020 Totals","Total WW Flows (MGD)",11.76
"Pinellas","Largo","2020 Totals","Total Reuse (MGD)",5.8
"Pinellas","Largo","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Largo","2020 Totals","WW Disposal (MGD)",5.96
"Pinellas","Largo","2045 Projected Additional","WW Flow Projection (MGD)",0.06
"Pinellas","Largo","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Largo","2045 Projected Totals","Total WW Flows (MGD)",11.82
"Pinellas","Largo","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Largo","2045 Projected Totals","Total Reuse (MGD)",5.86
"Pinellas","Largo","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",4.39
"Pinellas","Mid-County Dyna Flow","Total Service Area Population","2020",11081
"Pinellas","Mid-County Dyna Flow","Total Service Area Population","2045",11462
"Pinellas","Mid-County Dyna Flow","Septic Population","2020",860
"Pinellas","Mid-County Dyna Flow","Septic Population","2045",863
"Pinellas","Mid-County Dyna Flow","Adjusted Service Area Population","2020",10221
"Pinellas","Mid-County Dyna Flow","Adjusted Service Area Population","2045",10599
"Pinellas","Mid-County Dyna Flow","Adjusted Service Area Population","2020-2045 Population Increase",378
"Pinellas","Mid-County Dyna Flow","2020 Totals","Total WW Flows (MGD)",0.9
"Pinellas","Mid-County Dyna Flow","2020 Totals","Total Reuse (MGD)",NA
"Pinellas","Mid-County Dyna Flow","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Mid-County Dyna Flow","2020 Totals","WW Disposal (MGD)",0.9
"Pinellas","Mid-County Dyna Flow","2045 Projected Additional","WW Flow Projection (MGD)",0.03
"Pinellas","Mid-County Dyna Flow","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Mid-County Dyna Flow","2045 Projected Totals","Total WW Flows (MGD)",0.93
"Pinellas","Mid-County Dyna Flow","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Mid-County Dyna Flow","2045 Projected Totals","Total Reuse (MGD)",0.03
"Pinellas","Mid-County Dyna Flow","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.02
"Pinellas","Oldsmar","Total Service Area Population","2020",15446
"Pinellas","Oldsmar","Total Service Area Population","2045",16547
"Pinellas","Oldsmar","Septic Population","2020",53
"Pinellas","Oldsmar","Septic Population","2045",53
"Pinellas","Oldsmar","Adjusted Service Area Population","2020",15393
"Pinellas","Oldsmar","Adjusted Service Area Population","2045",16494
"Pinellas","Oldsmar","Adjusted Service Area Population","2020-2045 Population Increase",1102
"Pinellas","Oldsmar","2020 Totals","Total WW Flows (MGD)",1.5
"Pinellas","Oldsmar","2020 Totals","Total Reuse (MGD)",0.89
"Pinellas","Oldsmar","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Oldsmar","2020 Totals","WW Disposal (MGD)",0.15
"Pinellas","Oldsmar","2045 Projected Additional","WW Flow Projection (MGD)",0.08
"Pinellas","Oldsmar","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Oldsmar","2045 Projected Totals","Total WW Flows (MGD)",1.58
"Pinellas","Oldsmar","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Oldsmar","2045 Projected Totals","Total Reuse (MGD)",0.97
"Pinellas","Oldsmar","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.72
"Pinellas","On Top of the World Clearwater","Total Service Area Population","2020",7379
"Pinellas","On Top of the World Clearwater","Total Service Area Population","2045",7379
"Pinellas","On Top of the World Clearwater","Septic Population","2020",NA
"Pinellas","On Top of the World Clearwater","Septic Population","2045",NA
"Pinellas","On Top of the World Clearwater","Adjusted Service Area Population","2020",7379
"Pinellas","On Top of the World Clearwater","Adjusted Service Area Population","2045",7379
"Pinellas","On Top of the World Clearwater","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pinellas","On Top of the World Clearwater","2020 Totals","Total WW Flows (MGD)",0.45
"Pinellas","On Top of the World Clearwater","2020 Totals","Total Reuse (MGD)",0.4
"Pinellas","On Top of the World Clearwater","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","On Top of the World Clearwater","2020 Totals","WW Disposal (MGD)",NA
"Pinellas","On Top of the World Clearwater","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pinellas","On Top of the World Clearwater","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","On Top of the World Clearwater","2045 Projected Totals","Total WW Flows (MGD)",0.45
"Pinellas","On Top of the World Clearwater","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","On Top of the World Clearwater","2045 Projected Totals","Total Reuse (MGD)",0.4
"Pinellas","On Top of the World Clearwater","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.3
"Pinellas","Pinellas North - Dunn","Total Service Area Population","2020",NA
"Pinellas","Pinellas North - Dunn","Total Service Area Population","2045",NA
"Pinellas","Pinellas North - Dunn","Septic Population","2020",NA
"Pinellas","Pinellas North - Dunn","Septic Population","2045",NA
"Pinellas","Pinellas North - Dunn","Adjusted Service Area Population","2020",NA
"Pinellas","Pinellas North - Dunn","Adjusted Service Area Population","2045",NA
"Pinellas","Pinellas North - Dunn","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pinellas","Pinellas North - Dunn","2020 Totals","Total WW Flows (MGD)",7.15
"Pinellas","Pinellas North - Dunn","2020 Totals","Total Reuse (MGD)",7.39
"Pinellas","Pinellas North - Dunn","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Pinellas North - Dunn","2020 Totals","WW Disposal (MGD)",NA
"Pinellas","Pinellas North - Dunn","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pinellas","Pinellas North - Dunn","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Pinellas North - Dunn","2045 Projected Totals","Total WW Flows (MGD)",7.15
"Pinellas","Pinellas North - Dunn","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Pinellas North - Dunn","2045 Projected Totals","Total Reuse (MGD)",7.39
"Pinellas","Pinellas North - Dunn","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",5.54
"Pinellas","Pinellas South - Southcross","Total Service Area Population","2020",358433
"Pinellas","Pinellas South - Southcross","Total Service Area Population","2045",369191
"Pinellas","Pinellas South - Southcross","Septic Population","2020",1420
"Pinellas","Pinellas South - Southcross","Septic Population","2045",1514
"Pinellas","Pinellas South - Southcross","Adjusted Service Area Population","2020",357013
"Pinellas","Pinellas South - Southcross","Adjusted Service Area Population","2045",367677
"Pinellas","Pinellas South - Southcross","Adjusted Service Area Population","2020-2045 Population Increase",10664
"Pinellas","Pinellas South - Southcross","2020 Totals","Total WW Flows (MGD)",20.49
"Pinellas","Pinellas South - Southcross","2020 Totals","Total Reuse (MGD)",10.72
"Pinellas","Pinellas South - Southcross","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Pinellas South - Southcross","2020 Totals","WW Disposal (MGD)",8.25
"Pinellas","Pinellas South - Southcross","2045 Projected Additional","WW Flow Projection (MGD)",0.74
"Pinellas","Pinellas South - Southcross","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Pinellas South - Southcross","2045 Projected Totals","Total WW Flows (MGD)",21.23
"Pinellas","Pinellas South - Southcross","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Pinellas South - Southcross","2045 Projected Totals","Total Reuse (MGD)",11.46
"Pinellas","Pinellas South - Southcross","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",8.59
"Pinellas","St. Petersburg - Southwest","Total Service Area Population","2020",301461
"Pinellas","St. Petersburg - Southwest","Total Service Area Population","2045",313950
"Pinellas","St. Petersburg - Southwest","Septic Population","2020",24
"Pinellas","St. Petersburg - Southwest","Septic Population","2045",24
"Pinellas","St. Petersburg - Southwest","Adjusted Service Area Population","2020",301437
"Pinellas","St. Petersburg - Southwest","Adjusted Service Area Population","2045",313926
"Pinellas","St. Petersburg - Southwest","Adjusted Service Area Population","2020-2045 Population Increase",12489
"Pinellas","St. Petersburg - Southwest","2020 Totals","Total WW Flows (MGD)",14.68
"Pinellas","St. Petersburg - Southwest","2020 Totals","Total Reuse (MGD)",21.63
"Pinellas","St. Petersburg - Southwest","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Southwest","2020 Totals","WW Disposal (MGD)",NA
"Pinellas","St. Petersburg - Southwest","2045 Projected Additional","WW Flow Projection (MGD)",0.87
"Pinellas","St. Petersburg - Southwest","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Southwest","2045 Projected Totals","Total WW Flows (MGD)",15.55
"Pinellas","St. Petersburg - Southwest","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Southwest","2045 Projected Totals","Total Reuse (MGD)",22.5
"Pinellas","St. Petersburg - Southwest","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",16.87
"Pinellas","St. Petersburg - Northwest","Total Service Area Population","2020",NA
"Pinellas","St. Petersburg - Northwest","Total Service Area Population","2045",NA
"Pinellas","St. Petersburg - Northwest","Septic Population","2020",NA
"Pinellas","St. Petersburg - Northwest","Septic Population","2045",NA
"Pinellas","St. Petersburg - Northwest","Adjusted Service Area Population","2020",NA
"Pinellas","St. Petersburg - Northwest","Adjusted Service Area Population","2045",NA
"Pinellas","St. Petersburg - Northwest","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pinellas","St. Petersburg - Northwest","2020 Totals","Total WW Flows (MGD)",8.9
"Pinellas","St. Petersburg - Northwest","2020 Totals","Total Reuse (MGD)",NA
"Pinellas","St. Petersburg - Northwest","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Northwest","2020 Totals","WW Disposal (MGD)",NA
"Pinellas","St. Petersburg - Northwest","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Pinellas","St. Petersburg - Northwest","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Northwest","2045 Projected Totals","Total WW Flows (MGD)",8.9
"Pinellas","St. Petersburg - Northwest","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Northwest","2045 Projected Totals","Total Reuse (MGD)",NA
"Pinellas","St. Petersburg - Northwest","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pinellas","St. Petersburg - Northeast","Total Service Area Population","2020",NA
"Pinellas","St. Petersburg - Northeast","Total Service Area Population","2045",NA
"Pinellas","St. Petersburg - Northeast","Septic Population","2020",NA
"Pinellas","St. Petersburg - Northeast","Septic Population","2045",NA
"Pinellas","St. Petersburg - Northeast","Adjusted Service Area Population","2020",NA
"Pinellas","St. Petersburg - Northeast","Adjusted Service Area Population","2045",NA
"Pinellas","St. Petersburg - Northeast","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Pinellas","St. Petersburg - Northeast","2020 Totals","Total WW Flows (MGD)",7.49
"Pinellas","St. Petersburg - Northeast","2020 Totals","Total Reuse (MGD)",NA
"Pinellas","St. Petersburg - Northeast","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Northeast","2020 Totals","WW Disposal (MGD)",NA
"Pinellas","St. Petersburg - Northeast","2045 Projected Additional","WW Flow Projection (MGD)",NA
